Temp_ID,Easting,Northing,Tree_Height,Crown_Diameter,Plot_Number,Date
2085,476963.793,5429198.07,29.85,3.12,br01,2026-03-08
2086,476934.618,5429215.743,40.48,1.07,br01,2026-03-08
2087,476936.555,5429221.196,38.69,3.24,br01,2026-03-08
2088,476962.859,5429190.989,28.4,1.55,br01,2026-03-08
2089,476933.093,5429203.269,44.01,2.34,br01,2026-03-08
2090,476875.425,5429157.347,31.36,1.59,br01,2026-03-08
2091,476962.79,5429212.0,32.81,1.08,br01,2026-03-08
2092,476907.43,5429185.746,37.67,1.02,br01,2026-03-08
2093,476950.832,5429221.644,38.72,4.35,br01,2026-03-08
2094,476907.08,5429210.447,46.2,3.37,br01,2026-03-08
2095,476919.028,5429190.852,43.09,1.35,br01,2026-03-08
2096,476930.317,5429204.635,43.28,2.59,br01,2026-03-08
2097,476952.588,5429210.072,34.57,3.92,br01,2026-03-08
2098,476956.937,5429188.148,31.88,1.08,br01,2026-03-08
2099,476922.485,5429192.755,44.23,2.0,br01,2026-03-08
2100,476882.299,5429162.632,33.39,2.17,br01,2026-03-08
2101,477006.967,5429207.193,33.24,3.49,br01,2026-03-08
2102,476937.931,5429166.334,30.05,3.32,br01,2026-03-08
2103,476946.371,5429225.03,36.33,3.83,br01,2026-03-08
2104,476914.622,5429179.163,36.45,1.12,br01,2026-03-08
2105,476911.824,5429179.084,35.96,3.26,br01,2026-03-08
2106,476886.404,5429163.871,30.44,2.78,br01,2026-03-08
2107,477006.084,5429178.225,24.74,1.99,br01,2026-03-08
2108,476900.593,5429173.634,37.89,2.39,br01,2026-03-08
2109,476946.154,5429179.184,33.72,2.0,br01,2026-03-08
2110,476922.153,5429150.28,20.29,3.2,br01,2026-03-08
2111,476886.904,5429159.076,31.16,2.66,br01,2026-03-08
2112,476926.44,5429202.434,44.96,2.3,br01,2026-03-08
2113,476909.987,5429187.988,37.1,3.16,br01,2026-03-08
2114,476982.974,5429224.471,29.86,3.94,br01,2026-03-08
2115,476984.438,5429204.806,31.57,2.35,br01,2026-03-08
2116,476902.427,5429176.251,37.06,4.07,br01,2026-03-08
2117,476913.667,5429185.253,35.97,2.77,br01,2026-03-08
2118,476888.468,5429172.61,33.38,3.6,br01,2026-03-08
2119,476921.853,5429132.258,27.38,2.75,br01,2026-03-08
2120,476931.39,5429197.118,45.3,2.61,br01,2026-03-08
2121,476887.229,5429170.566,32.18,2.56,br01,2026-03-08
2122,476999.268,5429165.975,27.34,1.76,br01,2026-03-08
2123,476902.984,5429211.727,43.33,3.63,br01,2026-03-08
2124,476987.324,5429200.526,28.86,1.42,br01,2026-03-08
2125,476972.736,5429191.548,28.95,1.75,br01,2026-03-08
2126,476898.699,5429161.937,29.54,5.62,br01,2026-03-08
2127,477005.768,5429209.244,24.84,1.86,br01,2026-03-08
2128,476955.546,5429168.525,27.03,2.91,br01,2026-03-08
2129,476911.317,5429176.106,34.7,1.0,br01,2026-03-08
2130,476905.685,5429170.201,34.49,1.68,br01,2026-03-08
2131,476959.847,5429230.323,33.91,2.45,br01,2026-03-08
2132,476961.052,5429187.822,28.13,3.67,br01,2026-03-08
2133,476908.844,5429183.471,36.86,2.13,br01,2026-03-08
2134,476952.426,5429205.917,37.48,2.53,br01,2026-03-08
2135,476959.931,5429190.029,30.97,3.7,br01,2026-03-08
2136,476871.837,5429158.04,29.83,2.48,br01,2026-03-08
2137,476966.786,5429191.768,29.35,1.61,br01,2026-03-08
2138,477027.632,5429220.424,21.42,1.26,br01,2026-03-08
2139,476882.464,5429164.713,31.95,2.53,br01,2026-03-08
2140,476940.438,5429166.044,29.0,2.35,br01,2026-03-08
2141,476875.269,5429184.235,39.98,2.32,br01,2026-03-08
2142,476894.504,5429147.323,28.17,2.07,br01,2026-03-08
2143,476893.999,5429167.436,33.41,3.32,br01,2026-03-08
2144,476897.96,5429163.443,29.13,1.13,br01,2026-03-08
2145,476929.047,5429259.357,41.64,2.3,br01,2026-03-08
2146,477001.298,5429179.616,18.95,1.24,br01,2026-03-08
2147,476921.945,5429156.817,23.51,4.29,br01,2026-03-08
2148,476952.423,5429131.918,29.2,4.0,br01,2026-03-08
2149,476903.578,5429182.235,36.03,1.55,br01,2026-03-08
2150,476907.904,5429188.223,37.25,0.99,br01,2026-03-08
2151,476937.691,5429160.27,25.44,5.97,br01,2026-03-08
2152,476898.479,5429164.373,29.97,3.16,br01,2026-03-08
2153,476946.461,5429162.661,15.22,1.6,br01,2026-03-08
2154,476908.57,5429187.132,37.05,1.01,br01,2026-03-08
2155,476987.716,5429171.194,24.7,4.4,br01,2026-03-08
2156,476908.445,5429181.744,35.83,3.15,br01,2026-03-08
2157,476956.253,5429188.991,32.86,2.94,br01,2026-03-08
2158,476919.472,5429171.355,37.75,1.73,br01,2026-03-08
2159,476987.178,5429220.608,32.03,1.83,br01,2026-03-08
2160,476906.449,5429187.928,38.5,1.76,br01,2026-03-08
2161,476900.968,5429194.202,42.27,2.92,br01,2026-03-08
2162,476894.197,5429177.957,34.48,3.06,br01,2026-03-08
2163,476935.316,5429217.779,40.08,2.92,br01,2026-03-08
2164,476902.191,5429182.528,36.21,1.75,br01,2026-03-08
2165,476920.548,5429148.773,20.71,3.3,br01,2026-03-08
2166,476906.778,5429184.231,37.19,2.71,br01,2026-03-08
2167,476989.596,5429244.577,31.95,3.83,br01,2026-03-08
2168,476986.985,5429169.345,27.81,3.84,br01,2026-03-08
2169,476958.28,5429186.076,31.16,2.68,br01,2026-03-08
2170,476965.57,5429160.72,23.66,1.43,br01,2026-03-08
2171,476966.273,5429192.512,25.5,0.96,br01,2026-03-08
2172,476966.926,5429190.378,28.97,2.02,br01,2026-03-08
2173,476894.316,5429163.706,30.36,1.49,br01,2026-03-08
2174,477005.225,5429165.688,34.61,1.47,br01,2026-03-08
2175,477026.12,5429218.548,24.35,1.77,br01,2026-03-08
2176,476960.299,5429159.656,13.53,1.55,br01,2026-03-08
2177,476980.394,5429227.555,29.3,2.38,br01,2026-03-08
2178,476969.859,5429189.965,27.55,3.32,br01,2026-03-08
2179,476964.843,5429191.216,26.31,4.63,br01,2026-03-08
2180,476976.89,5429184.316,26.77,2.96,br01,2026-03-08
2181,476975.59,5429171.744,24.32,2.64,br01,2026-03-08
2182,476918.372,5429201.624,45.68,3.31,br01,2026-03-08
2183,477016.459,5429198.087,27.0,2.62,br01,2026-03-08
2184,476950.492,5429228.973,36.04,2.57,br01,2026-03-08
2185,476877.151,5429185.78,43.66,2.05,br01,2026-03-08
2186,476961.421,5429206.429,33.35,4.3,br01,2026-03-08
2187,476994.086,5429239.744,30.43,2.49,br01,2026-03-08
2188,476937.794,5429213.585,43.38,1.77,br01,2026-03-08
2189,477011.498,5429197.584,29.31,2.63,br01,2026-03-08
2190,476877.477,5429158.328,30.98,3.47,br01,2026-03-08
2191,476930.028,5429189.699,38.76,1.47,br01,2026-03-08
2192,476886.952,5429173.423,33.75,4.9,br01,2026-03-08
2193,476961.477,5429200.204,36.37,3.27,br01,2026-03-08
2194,476902.038,5429208.142,42.93,3.62,br01,2026-03-08
2195,476924.421,5429245.266,42.27,2.2,br01,2026-03-08
2196,476976.301,5429126.583,28.4,2.45,br01,2026-03-08
2197,476925.474,5429243.689,42.37,2.83,br01,2026-03-08
2198,477002.608,5429179.912,28.48,2.22,br01,2026-03-08
2199,476910.768,5429207.497,41.12,2.44,br01,2026-03-08
2200,476955.715,5429206.149,40.56,4.67,br01,2026-03-08
2201,476892.667,5429163.18,30.1,3.77,br01,2026-03-08
2202,477010.855,5429202.493,24.39,1.68,br01,2026-03-08
2203,476906.54,5429199.409,42.94,2.33,br01,2026-03-08
2204,476896.327,5429161.34,29.91,1.44,br01,2026-03-08
2205,476906.233,5429185.955,38.24,2.93,br01,2026-03-08
2206,476958.93,5429218.456,33.85,3.65,br01,2026-03-08
2207,476885.1,5429158.044,29.33,0.99,br01,2026-03-08
2208,476957.913,5429166.498,27.38,2.52,br01,2026-03-08
2209,476966.216,5429223.565,35.56,1.23,br01,2026-03-08
2210,476902.891,5429195.236,42.38,3.77,br01,2026-03-08
2211,476954.302,5429148.374,20.12,2.46,br01,2026-03-08
2212,476922.464,5429191.368,41.7,2.08,br01,2026-03-08
2213,476986.75,5429249.659,28.85,4.24,br01,2026-03-08
2214,477003.886,5429166.417,24.46,2.12,br01,2026-03-08
2215,476963.082,5429202.859,30.41,1.16,br01,2026-03-08
2216,476870.429,5429190.798,39.09,1.74,br01,2026-03-08
2217,476885.34,5429173.105,33.88,2.72,br01,2026-03-08
2218,476943.164,5429179.166,30.86,1.65,br01,2026-03-08
2219,476934.043,5429257.368,40.65,4.37,br01,2026-03-08
2220,476888.645,5429163.056,30.04,3.56,br01,2026-03-08
2221,476961.691,5429163.871,29.09,1.88,br01,2026-03-08
2222,476867.632,5429156.956,28.72,3.2,br01,2026-03-08
2223,476934.523,5429161.296,24.27,3.5,br01,2026-03-08
2224,476924.074,5429201.974,46.03,2.54,br01,2026-03-08
2225,476952.534,5429172.358,30.77,2.35,br01,2026-03-08
2226,476938.477,5429222.258,37.81,3.38,br01,2026-03-08
2227,477006.425,5429244.701,33.19,0.98,br01,2026-03-08
2228,476896.653,5429177.235,34.95,1.34,br01,2026-03-08
2229,476963.033,5429162.618,29.11,1.8,br01,2026-03-08
2230,476907.146,5429191.766,43.63,3.2,br01,2026-03-08
2231,476908.214,5429204.331,42.9,1.31,br01,2026-03-08
2232,476952.918,5429221.541,34.42,2.12,br01,2026-03-08
2233,476934.083,5429214.479,40.14,2.26,br01,2026-03-08
2234,476935.148,5429171.725,32.42,1.71,br01,2026-03-08
2235,476904.584,5429210.185,46.22,2.69,br01,2026-03-08
2236,476875.356,5429158.972,32.3,1.79,br01,2026-03-08
2237,476997.228,5429219.472,33.51,0.93,br01,2026-03-08
2238,476987.667,5429219.449,31.22,2.91,br01,2026-03-08
2239,476878.628,5429155.112,28.84,1.57,br01,2026-03-08
2240,476894.366,5429175.74,34.3,2.21,br01,2026-03-08
2241,476967.364,5429165.993,23.11,3.11,br01,2026-03-08
2242,476905.933,5429182.437,35.88,2.7,br01,2026-03-08
2243,476910.056,5429260.582,44.51,2.11,br01,2026-03-08
2244,476961.961,5429223.634,39.72,2.25,br01,2026-03-08
2245,476923.101,5429227.488,41.7,1.59,br01,2026-03-08
2246,476957.194,5429214.495,32.68,2.89,br01,2026-03-08
2247,476948.62,5429174.915,29.94,0.96,br01,2026-03-08
2248,476987.226,5429251.603,29.21,2.01,br01,2026-03-08
2249,476896.3,5429155.318,27.42,0.92,br01,2026-03-08
2250,476953.743,5429212.673,31.79,3.02,br01,2026-03-08
2251,476915.389,5429177.108,37.35,0.76,br01,2026-03-08
2252,476934.023,5429219.005,37.5,2.48,br01,2026-03-08
2253,476888.033,5429168.537,31.22,1.42,br01,2026-03-08
2254,476961.537,5429189.662,28.59,2.26,br01,2026-03-08
2255,476865.434,5429158.157,27.81,3.4,br01,2026-03-08
2256,476917.906,5429231.286,42.3,2.48,br01,2026-03-08
2257,476900.172,5429184.59,40.12,3.01,br01,2026-03-08
2258,476907.651,5429187.056,38.99,1.49,br01,2026-03-08
2259,476870.029,5429189.449,42.52,1.97,br01,2026-03-08
2260,476987.51,5429189.026,33.81,2.64,br01,2026-03-08
2261,476888.41,5429171.012,33.01,1.47,br01,2026-03-08
2262,476873.625,5429183.694,41.07,4.22,br01,2026-03-08
2263,476873.717,5429186.717,44.27,2.01,br01,2026-03-08
2264,476980.931,5429214.938,29.54,1.13,br01,2026-03-08
2265,476873.224,5429160.102,29.75,3.8,br01,2026-03-08
2266,476923.093,5429187.193,38.49,3.34,br01,2026-03-08
2267,476918.406,5429226.263,41.23,4.06,br01,2026-03-08
2268,476908.689,5429171.504,35.0,1.82,br01,2026-03-08
2269,477011.154,5429224.831,30.53,2.39,br01,2026-03-08
2270,476875.969,5429153.137,32.19,1.45,br01,2026-03-08
2271,476920.398,5429183.586,32.44,2.62,br01,2026-03-08
2272,476878.751,5429190.518,44.59,1.07,br01,2026-03-08
2273,476968.866,5429192.34,27.81,2.9,br01,2026-03-08
2274,476962.799,5429206.563,30.82,1.99,br01,2026-03-08
2275,476877.857,5429184.247,39.3,1.74,br01,2026-03-08
2276,476907.467,5429263.172,44.16,5.61,br01,2026-03-08
2277,476961.574,5429146.03,24.26,2.17,br01,2026-03-08
2278,476869.115,5429161.037,29.19,2.05,br01,2026-03-08
2279,476955.478,5429166.235,26.76,2.54,br01,2026-03-08
2280,476985.346,5429229.95,28.99,3.44,br01,2026-03-08
2281,476967.679,5429189.354,28.93,2.7,br01,2026-03-08
2282,476907.786,5429172.52,31.85,2.84,br01,2026-03-08
2283,476916.26,5429186.308,39.01,2.69,br01,2026-03-08
2284,476948.595,5429176.758,30.67,3.17,br01,2026-03-08
2285,476955.008,5429211.4,31.0,2.2,br01,2026-03-08
2286,477006.433,5429211.203,23.23,2.47,br01,2026-03-08
2287,476930.996,5429259.642,42.44,1.33,br01,2026-03-08
2288,476955.813,5429220.567,31.27,2.95,br01,2026-03-08
2289,476897.517,5429157.341,25.81,2.54,br01,2026-03-08
2290,476919.054,5429196.406,47.68,1.42,br01,2026-03-08
2291,476946.823,5429207.511,42.23,1.53,br01,2026-03-08
2292,477003.565,5429190.527,23.4,1.47,br01,2026-03-08
2293,476965.068,5429195.156,28.49,2.65,br01,2026-03-08
2294,476932.732,5429259.541,39.53,2.69,br01,2026-03-08
2295,476975.714,5429150.461,26.63,1.06,br01,2026-03-08
2296,476904.777,5429199.478,41.91,2.91,br01,2026-03-08
2297,476968.463,5429138.111,16.67,2.86,br01,2026-03-08
2298,476912.566,5429187.041,36.1,1.81,br01,2026-03-08
2299,476940.876,5429220.698,38.41,2.11,br01,2026-03-08
2300,476965.868,5429167.374,24.64,2.65,br01,2026-03-08
2301,476956.654,5429211.875,32.05,3.1,br01,2026-03-08
2302,476967.609,5429192.48,28.81,2.06,br01,2026-03-08
2303,476981.008,5429218.955,34.87,2.75,br01,2026-03-08
2304,476957.885,5429168.234,25.25,1.69,br01,2026-03-08
2305,476910.813,5429259.002,43.76,2.84,br01,2026-03-08
2306,476970.567,5429157.297,35.88,2.35,br01,2026-03-08
2307,476965.626,5429166.317,23.58,0.76,br01,2026-03-08
2308,476883.752,5429173.387,32.41,2.9,br01,2026-03-08
2309,476937.971,5429211.591,41.53,2.62,br01,2026-03-08
2310,476913.787,5429178.536,36.02,1.87,br01,2026-03-08
2311,476959.259,5429192.288,30.65,2.57,br01,2026-03-08
2312,476938.142,5429198.694,39.88,2.22,br01,2026-03-08
2313,476868.789,5429158.666,28.93,3.4,br01,2026-03-08
2314,476913.635,5429177.092,37.2,1.25,br01,2026-03-08
2315,476944.258,5429181.041,30.89,2.32,br01,2026-03-08
2316,476938.985,5429249.654,38.03,1.8,br01,2026-03-08
2317,476919.289,5429231.188,43.01,2.27,br01,2026-03-08
2318,476978.003,5429174.614,27.33,2.74,br01,2026-03-08
2319,476959.347,5429168.648,26.57,2.59,br01,2026-03-08
2320,476876.583,5429159.626,29.86,3.19,br01,2026-03-08
2321,476867.519,5429158.603,28.3,1.53,br01,2026-03-08
2322,476886.636,5429169.15,31.29,2.17,br01,2026-03-08
2323,476980.194,5429202.175,31.65,1.86,br01,2026-03-08
2324,476956.806,5429216.9,33.28,2.51,br01,2026-03-08
2325,476929.502,5429186.487,39.67,1.21,br01,2026-03-08
2326,476919.259,5429233.002,42.06,2.18,br01,2026-03-08
2327,476970.221,5429222.055,31.2,4.4,br01,2026-03-08
2328,476925.04,5429150.196,20.84,2.66,br01,2026-03-08
2329,477028.432,5429225.932,29.64,3.19,br01,2026-03-08
2330,476990.615,5429215.102,30.87,3.07,br01,2026-03-08
2331,476923.249,5429149.127,20.04,1.92,br01,2026-03-08
2332,476886.973,5429160.861,30.57,2.22,br01,2026-03-08
2333,476956.999,5429167.264,26.12,1.37,br01,2026-03-08
2334,476995.19,5429194.629,21.48,2.77,br01,2026-03-08
2335,476963.392,5429195.965,31.54,2.37,br01,2026-03-08
2336,476959.257,5429145.355,23.73,2.53,br01,2026-03-08
2337,476947.613,5429178.436,31.12,2.54,br01,2026-03-08
2338,476906.227,5429201.53,40.77,3.32,br01,2026-03-08
2339,476915.11,5429170.25,31.15,3.58,br01,2026-03-08
2340,476962.32,5429192.032,30.78,2.17,br01,2026-03-08
2341,476994.336,5429233.239,34.59,3.71,br01,2026-03-08
2342,477012.065,5429222.092,26.16,3.2,br01,2026-03-08
2343,476954.021,5429152.12,28.38,1.89,br01,2026-03-08
2344,476987.922,5429193.887,22.87,2.23,br01,2026-03-08
2345,476900.474,5429182.991,36.66,2.11,br01,2026-03-08
2346,476893.026,5429177.052,34.21,2.03,br01,2026-03-08
2347,476953.155,5429227.716,37.86,3.49,br01,2026-03-08
2348,476908.727,5429176.436,34.6,4.44,br01,2026-03-08
2349,476927.992,5429212.4,38.66,1.45,br01,2026-03-08
2350,476917.665,5429198.181,44.12,1.51,br01,2026-03-08
2351,476979.935,5429229.414,29.27,3.04,br01,2026-03-08
2352,476967.726,5429188.08,27.56,0.93,br01,2026-03-08
2353,476958.667,5429213.07,32.86,2.58,br01,2026-03-08
2354,476956.906,5429169.342,23.56,2.74,br01,2026-03-08
2355,476940.018,5429160.198,22.82,2.92,br01,2026-03-08
2356,476926.397,5429204.3,43.15,2.77,br01,2026-03-08
2357,476977.809,5429257.727,30.61,1.54,br01,2026-03-08
2358,476899.364,5429151.554,31.0,1.72,br01,2026-03-08
2359,476947.518,5429229.39,33.31,4.48,br01,2026-03-08
2360,476976.277,5429174.267,35.47,3.63,br01,2026-03-08
2361,477029.83,5429224.256,29.96,2.84,br01,2026-03-08
2362,476932.33,5429193.716,41.99,0.97,br01,2026-03-08
2363,476941.979,5429179.312,30.79,1.91,br01,2026-03-08
2364,476922.548,5429185.201,34.38,2.41,br01,2026-03-08
2365,476907.607,5429208.417,43.6,1.05,br01,2026-03-08
2366,476876.506,5429151.791,31.66,1.51,br01,2026-03-08
2367,476942.626,5429181.247,29.95,2.88,br01,2026-03-08
2368,476961.49,5429230.165,33.94,2.39,br01,2026-03-08
2369,476989.252,5429216.457,33.41,2.92,br01,2026-03-08
2370,476990.857,5429251.805,27.72,3.32,br01,2026-03-08
2371,476922.618,5429167.478,30.67,2.09,br01,2026-03-08
2372,476914.004,5429186.436,35.36,2.04,br01,2026-03-08
2373,476884.388,5429164.97,31.58,3.04,br01,2026-03-08
2374,476921.612,5429247.038,41.79,2.62,br01,2026-03-08
2375,476941.849,5429183.613,34.85,1.51,br01,2026-03-08
2376,476979.003,5429253.222,30.42,1.56,br01,2026-03-08
2377,476882.892,5429188.518,37.94,5.05,br01,2026-03-08
2378,476998.795,5429221.482,30.84,0.76,br01,2026-03-08
2379,476969.174,5429187.859,27.69,2.04,br01,2026-03-08
2380,476932.216,5429255.583,41.02,1.77,br01,2026-03-08
2381,476961.164,5429149.122,21.29,2.61,br01,2026-03-08
2382,476899.893,5429212.363,40.13,6.37,br01,2026-03-08
2383,476899.694,5429196.117,43.25,2.47,br01,2026-03-08
2384,476867.15,5429161.653,29.41,2.45,br01,2026-03-08
2385,477004.822,5429177.464,23.36,1.33,br01,2026-03-08
2386,476963.889,5429168.527,21.64,1.58,br01,2026-03-08
2387,476974.304,5429180.438,17.53,1.17,br01,2026-03-08
2388,476968.035,5429186.713,27.69,2.01,br01,2026-03-08
2389,476918.11,5429153.725,19.46,4.22,br01,2026-03-08
2390,476998.159,5429232.856,33.9,3.47,br01,2026-03-08
2391,476909.036,5429259.445,43.57,1.38,br01,2026-03-08
2392,476921.297,5429184.617,34.1,1.63,br01,2026-03-08
2393,476950.37,5429161.432,21.63,3.64,br01,2026-03-08
2394,476936.169,5429161.014,24.87,1.81,br01,2026-03-08
2395,476908.346,5429189.95,40.49,1.52,br01,2026-03-08
2396,476920.327,5429224.754,39.84,2.15,br01,2026-03-08
2397,476931.211,5429258.575,43.56,1.31,br01,2026-03-08
2398,476973.402,5429196.64,25.32,3.77,br01,2026-03-08
2399,476985.099,5429231.172,29.99,1.15,br01,2026-03-08
2400,476919.725,5429150.08,19.01,0.98,br01,2026-03-08
2401,476954.832,5429214.599,34.08,3.07,br01,2026-03-08
2402,476955.725,5429213.137,31.77,1.16,br01,2026-03-08
2403,476996.155,5429150.108,16.03,3.52,br01,2026-03-08
2404,476988.374,5429200.976,30.9,1.31,br01,2026-03-08
2405,476923.276,5429197.532,50.51,1.04,br01,2026-03-08
2406,476912.067,5429177.545,35.62,1.76,br01,2026-03-08
2407,476940.193,5429161.831,24.34,2.57,br01,2026-03-08
2408,476940.723,5429178.197,29.45,2.4,br01,2026-03-08
2409,476921.293,5429232.331,43.13,3.6,br01,2026-03-08
2410,476882.976,5429171.982,31.95,4.04,br01,2026-03-08
2411,476947.134,5429181.196,18.92,2.28,br01,2026-03-08
2412,476923.146,5429154.274,19.08,2.17,br01,2026-03-08
2413,476982.53,5429194.511,31.97,2.23,br01,2026-03-08
2414,476909.453,5429189.117,38.22,1.76,br01,2026-03-08
2415,476926.98,5429191.447,43.18,2.8,br01,2026-03-08
2416,476935.198,5429251.238,41.28,1.14,br01,2026-03-08
2417,476884.512,5429168.816,30.99,4.04,br01,2026-03-08
2418,476938.861,5429161.725,24.44,1.17,br01,2026-03-08
2419,476957.403,5429207.519,31.28,1.52,br01,2026-03-08
2420,476989.35,5429250.108,27.74,2.88,br01,2026-03-08
2421,476906.972,5429171.954,29.7,1.25,br01,2026-03-08
2422,476943.11,5429146.787,22.86,2.28,br01,2026-03-08
2423,476958.314,5429164.945,28.76,1.23,br01,2026-03-08
2424,476884.725,5429170.379,31.1,1.83,br01,2026-03-08
2425,476922.847,5429183.476,34.33,3.42,br01,2026-03-08
2426,476965.742,5429189.308,28.95,1.52,br01,2026-03-08
2427,477005.52,5429208.184,26.88,2.24,br01,2026-03-08
2428,476987.891,5429245.526,29.48,4.95,br01,2026-03-08
2429,476910.66,5429262.564,43.34,5.63,br01,2026-03-08
2430,476956.926,5429209.3,30.92,3.95,br01,2026-03-08
2431,476959.882,5429207.58,33.25,1.57,br01,2026-03-08
2432,476936.171,5429247.98,40.42,1.93,br01,2026-03-08
2433,476964.154,5429193.3,29.31,2.22,br01,2026-03-08
2434,476935.294,5429162.791,26.22,1.26,br01,2026-03-08
2435,476880.631,5429184.268,36.26,3.42,br01,2026-03-08
2436,476937.228,5429192.32,43.2,1.09,br01,2026-03-08
2437,476950.006,5429164.498,22.12,2.54,br01,2026-03-08
2438,476897.66,5429165.715,29.73,4.05,br01,2026-03-08
2439,476980.711,5429251.197,30.96,4.21,br01,2026-03-08
2440,476966.962,5429194.781,28.86,3.41,br01,2026-03-08
2441,476871.76,5429162.103,28.5,2.13,br01,2026-03-08
2442,476865.537,5429159.876,28.57,2.05,br01,2026-03-08
2443,476967.439,5429241.227,30.55,2.44,br01,2026-03-08
2444,476966.823,5429184.987,24.5,3.04,br01,2026-03-08
2445,476988.774,5429251.393,28.12,2.07,br01,2026-03-08
2446,476866.3,5429172.878,31.36,1.16,br01,2026-03-08
2447,476918.81,5429151.081,19.78,3.68,br01,2026-03-08
2448,476945.845,5429214.841,39.87,2.57,br01,2026-03-08
2449,476875.425,5429194.308,41.14,2.99,br01,2026-03-08
2450,476870.781,5429200.137,42.72,3.35,br01,2026-03-08
2451,476917.002,5429233.419,40.92,3.28,br01,2026-03-08
2452,476908.619,5429209.269,43.62,3.37,br01,2026-03-08
2453,476908.773,5429202.289,41.52,2.08,br01,2026-03-08
2454,476910.992,5429181.059,35.42,1.32,br01,2026-03-08
2455,476869.971,5429163.585,29.18,5.33,br01,2026-03-08
2456,476871.21,5429160.469,31.4,1.22,br01,2026-03-08
2457,476920.854,5429203.047,43.82,1.45,br01,2026-03-08
2458,476988.373,5429248.707,27.35,2.4,br01,2026-03-08
2459,476967.015,5429198.047,28.24,1.88,br01,2026-03-08
2460,476881.35,5429157.006,27.79,2.59,br01,2026-03-08
2461,476979.484,5429175.266,24.85,2.01,br01,2026-03-08
2462,476975.998,5429258.01,31.21,2.96,br01,2026-03-08
2463,476984.517,5429253.957,29.56,2.3,br01,2026-03-08
2464,476920.858,5429186.009,34.1,2.04,br01,2026-03-08
2465,476983.076,5429193.474,32.01,1.35,br01,2026-03-08
2466,476972.74,5429193.441,27.49,1.07,br01,2026-03-08
2467,476982.849,5429251.083,30.5,3.68,br01,2026-03-08
2468,476927.952,5429259.937,39.67,3.15,br01,2026-03-08
2469,476969.524,5429184.692,26.09,4.98,br01,2026-03-08
2470,476984.597,5429226.441,27.29,3.33,br01,2026-03-08
2471,476921.901,5429244.686,43.06,4.82,br01,2026-03-08
2472,476930.524,5429253.162,38.49,2.96,br01,2026-03-08
2473,477029.784,5429218.533,18.79,2.06,br01,2026-03-08
2474,476920.835,5429187.497,34.3,2.71,br01,2026-03-08
2475,476930.378,5429215.478,36.27,1.8,br01,2026-03-08
2476,476958.603,5429217.012,32.32,2.33,br01,2026-03-08
2477,476973.684,5429256.571,29.39,5.06,br01,2026-03-08
2478,476934.324,5429249.719,41.45,2.16,br01,2026-03-08
2479,476977.685,5429251.667,29.01,4.37,br01,2026-03-08
2480,476919.952,5429179.045,30.32,1.12,br01,2026-03-08
2481,476895.503,5429200.975,31.61,2.38,br01,2026-03-08
2482,477027.768,5429218.354,22.33,1.18,br01,2026-03-08
2483,476943.631,5429208.81,39.46,4.15,br01,2026-03-08
2484,476948.405,5429159.252,19.64,2.74,br01,2026-03-08
2485,476866.01,5429171.802,30.39,4.76,br01,2026-03-08
2486,476970.561,5429192.549,26.32,2.17,br01,2026-03-08
2487,476981.659,5429253.126,30.65,2.87,br01,2026-03-08
2488,476927.95,5429164.216,26.35,1.12,br01,2026-03-08
2489,476959.193,5429164.365,28.66,1.09,br01,2026-03-08
2490,476918.846,5429147.695,17.59,4.56,br01,2026-03-08
2491,476953.458,5429218.987,33.13,4.17,br01,2026-03-08
2492,476949.785,5429221.516,36.05,1.51,br01,2026-03-08
2493,476889.467,5429185.853,34.17,1.67,br01,2026-03-08
2494,476950.614,5429163.14,21.5,1.96,br01,2026-03-08
2495,477014.012,5429197.37,25.83,2.29,br01,2026-03-08
2496,476926.797,5429213.316,35.99,3.42,br01,2026-03-08
2497,476965.424,5429256.423,30.64,2.84,br01,2026-03-08
2498,476964.066,5429254.31,31.08,2.64,br01,2026-03-08
2499,476937.916,5429248.47,24.22,3.17,br01,2026-03-08
2500,476949.934,5429159.451,19.91,2.33,br01,2026-03-08
2501,476865.587,5429161.152,28.31,1.46,br01,2026-03-08
2502,476979.104,5429256.441,30.42,3.36,br01,2026-03-08
2503,476972.822,5429107.403,24.81,2.94,br01,2026-03-08
2504,476880.353,5429190.859,43.5,1.77,br01,2026-03-08
2505,476981.52,5429195.9,20.02,1.36,br01,2026-03-08
2506,476865.712,5429174.18,31.54,2.66,br01,2026-03-08
2507,476913.875,5429169.674,35.26,1.52,br01,2026-03-08
2508,476979.426,5429237.345,30.27,2.76,br01,2026-03-08
2509,476872.322,5429198.645,38.96,4.18,br01,2026-03-08
2510,477000.637,5429209.893,34.13,1.87,br01,2026-03-08
2511,476966.909,5429240.382,30.07,2.06,br01,2026-03-08
2512,476908.559,5429262.896,40.69,1.18,br01,2026-03-08
2513,476934.1,5429248.156,41.72,4.38,br01,2026-03-08
2514,476944.068,5429187.844,36.95,1.37,br01,2026-03-08
2515,476973.08,5429181.965,23.39,3.89,br01,2026-03-08
2517,476881.993,5429170.585,28.88,3.06,br01,2026-03-08
2518,476864.322,5429163.038,27.75,4.95,br01,2026-03-08
2519,476964.153,5429241.478,30.83,2.06,br01,2026-03-08
2520,476865.329,5429177.336,31.78,3.08,br01,2026-03-08
2521,476904.186,5429213.444,41.08,3.11,br01,2026-03-08
