Temp_ID,Easting,Northing,Tree_Height,Crown_Diameter,Plot_Number,Date
937,476982.634,5429124.449,25.49,2.15,br01,2026-03-08
938,476953.169,5429159.446,34.54,4.11,br01,2026-03-08
939,476913.094,5429155.928,34.63,2.82,br01,2026-03-08
940,477003.211,5429194.81,38.47,1.82,br01,2026-03-08
941,476999.494,5429210.694,41.4,3.55,br01,2026-03-08
942,476985.531,5429199.14,35.78,2.49,br01,2026-03-08
943,477010.19,5429234.069,39.81,1.02,br01,2026-03-08
944,476910.453,5429143.659,31.87,3.89,br01,2026-03-08
945,476933.605,5429200.176,49.71,2.98,br01,2026-03-08
946,477011.77,5429182.225,30.48,1.81,br01,2026-03-08
947,476976.024,5429188.847,37.97,2.53,br01,2026-03-08
948,476909.239,5429155.305,35.4,3.05,br01,2026-03-08
949,477025.418,5429232.888,38.92,1.5,br01,2026-03-08
950,476968.773,5429125.227,29.82,1.91,br01,2026-03-08
951,476948.124,5429141.181,29.81,1.38,br01,2026-03-08
952,476978.026,5429171.915,37.48,2.7,br01,2026-03-08
953,477007.491,5429222.315,44.38,1.77,br01,2026-03-08
954,476995.66,5429217.976,37.37,4.93,br01,2026-03-08
955,476980.089,5429120.714,23.43,1.57,br01,2026-03-08
956,477008.19,5429215.785,37.49,2.56,br01,2026-03-08
957,476994.251,5429202.547,42.08,0.96,br01,2026-03-08
958,476925.145,5429168.725,41.83,2.24,br01,2026-03-08
959,476977.566,5429189.354,42.57,1.87,br01,2026-03-08
960,477021.749,5429234.534,37.52,0.88,br01,2026-03-08
961,477015.167,5429205.825,38.57,1.42,br01,2026-03-08
962,476982.764,5429169.132,35.45,3.75,br01,2026-03-08
963,476972.928,5429126.461,30.2,1.82,br01,2026-03-08
964,476993.461,5429218.69,37.71,3.22,br01,2026-03-08
965,476984.945,5429194.593,36.72,4.97,br01,2026-03-08
966,476996.571,5429238.565,40.34,6.17,br01,2026-03-08
967,476964.055,5429220.782,44.7,3.2,br01,2026-03-08
968,476953.068,5429157.048,34.95,4.21,br01,2026-03-08
969,476973.078,5429123.838,30.21,1.05,br01,2026-03-08
970,477000.333,5429168.304,35.86,1.46,br01,2026-03-08
971,476934.331,5429188.716,47.2,2.27,br01,2026-03-08
972,476992.401,5429205.723,39.01,2.22,br01,2026-03-08
973,476969.144,5429130.072,27.98,0.9,br01,2026-03-08
974,476987.337,5429230.875,40.62,4.67,br01,2026-03-08
975,476925.715,5429176.031,44.61,3.42,br01,2026-03-08
976,476930.951,5429158.827,37.21,4.02,br01,2026-03-08
977,476960.759,5429135.413,31.5,2.49,br01,2026-03-08
978,476911.897,5429156.525,34.91,1.56,br01,2026-03-08
979,477007.934,5429217.235,37.3,0.9,br01,2026-03-08
980,477011.627,5429195.764,32.75,2.4,br01,2026-03-08
981,476907.055,5429150.975,34.88,2.38,br01,2026-03-08
982,476983.368,5429164.178,35.47,2.36,br01,2026-03-08
983,477016.92,5429209.224,36.46,2.61,br01,2026-03-08
984,476904.19,5429147.205,33.74,1.71,br01,2026-03-08
985,476946.003,5429209.6,44.54,1.6,br01,2026-03-08
986,476966.545,5429200.748,41.59,4.14,br01,2026-03-08
987,476964.519,5429138.104,30.43,3.36,br01,2026-03-08
988,476965.234,5429150.5,33.28,3.16,br01,2026-03-08
989,476984.785,5429198.203,37.02,1.0,br01,2026-03-08
990,476931.593,5429200.454,49.46,3.23,br01,2026-03-08
991,476984.666,5429167.818,33.44,3.32,br01,2026-03-08
992,476965.108,5429139.941,28.17,3.12,br01,2026-03-08
993,476998.618,5429212.924,37.48,2.61,br01,2026-03-08
994,476960.143,5429152.442,30.67,1.08,br01,2026-03-08
995,476912.071,5429153.852,34.49,1.83,br01,2026-03-08
996,476945.583,5429211.027,45.81,4.36,br01,2026-03-08
997,476918.956,5429132.624,28.5,3.39,br01,2026-03-08
998,476969.904,5429129.489,26.89,2.59,br01,2026-03-08
999,476975.143,5429194.144,38.63,3.17,br01,2026-03-08
1000,477012.566,5429194.338,32.84,1.48,br01,2026-03-08
1001,476903.442,5429149.129,34.54,1.59,br01,2026-03-08
1002,476976.964,5429204.494,38.63,2.35,br01,2026-03-08
1003,476960.939,5429132.682,28.58,2.67,br01,2026-03-08
1004,477011.328,5429208.535,33.04,2.94,br01,2026-03-08
1005,476899.775,5429142.829,32.86,2.34,br01,2026-03-08
1006,476939.877,5429186.06,46.97,2.15,br01,2026-03-08
1007,476959.078,5429153.179,31.25,2.25,br01,2026-03-08
1008,476994.442,5429200.591,39.4,2.6,br01,2026-03-08
1009,476943.125,5429215.728,46.36,5.63,br01,2026-03-08
1010,476960.563,5429151.204,31.27,1.96,br01,2026-03-08
1011,476938.74,5429192.153,46.69,3.34,br01,2026-03-08
1012,476905.064,5429146.643,33.43,1.13,br01,2026-03-08
1013,476939.53,5429135.858,33.4,1.88,br01,2026-03-08
1014,477023.1,5429236.78,36.78,2.16,br01,2026-03-08
1015,476902.044,5429145.177,33.32,1.37,br01,2026-03-08
1016,476945.115,5429143.133,34.1,3.99,br01,2026-03-08
1017,476920.583,5429175.538,43.97,2.71,br01,2026-03-08
1018,476976.141,5429127.727,34.49,0.88,br01,2026-03-08
1019,476949.544,5429184.08,42.41,1.4,br01,2026-03-08
1020,476989.405,5429184.626,36.6,3.28,br01,2026-03-08
1021,476899.876,5429148.543,33.84,4.39,br01,2026-03-08
1022,477014.522,5429217.133,35.13,2.16,br01,2026-03-08
1023,476904.72,5429148.637,34.54,1.95,br01,2026-03-08
1024,477009.888,5429218.164,36.16,4.49,br01,2026-03-08
1025,476975.496,5429210.734,39.28,2.2,br01,2026-03-08
1026,476975.44,5429140.705,33.51,2.3,br01,2026-03-08
1027,476994.675,5429154.86,38.58,1.52,br01,2026-03-08
1028,476970.648,5429130.751,26.61,1.37,br01,2026-03-08
1029,476953.863,5429197.561,47.98,1.68,br01,2026-03-08
1030,476976.963,5429186.811,36.11,3.13,br01,2026-03-08
1031,476948.187,5429209.051,45.7,5.42,br01,2026-03-08
1032,476956.176,5429159.514,34.22,1.17,br01,2026-03-08
1033,476925.792,5429189.45,45.47,4.56,br01,2026-03-08
1034,476900.627,5429190.901,49.83,3.37,br01,2026-03-08
1035,476983.567,5429187.885,34.76,2.74,br01,2026-03-08
1036,476988.908,5429240.347,40.52,7.63,br01,2026-03-08
1037,476915.902,5429158.763,35.22,2.67,br01,2026-03-08
1038,476990.195,5429206.332,38.66,2.45,br01,2026-03-08
1039,477008.321,5429231.154,37.78,3.35,br01,2026-03-08
1040,476973.829,5429210.027,39.26,2.47,br01,2026-03-08
1041,476969.711,5429126.804,29.71,2.38,br01,2026-03-08
1042,476951.072,5429138.374,30.15,1.29,br01,2026-03-08
1043,476977.841,5429162.768,24.66,2.46,br01,2026-03-08
1044,476899.524,5429144.518,32.83,4.28,br01,2026-03-08
1045,476965.713,5429135.744,26.7,2.09,br01,2026-03-08
1046,476987.092,5429210.732,38.86,0.98,br01,2026-03-08
1047,477022.804,5429230.014,41.0,0.71,br01,2026-03-08
1048,476928.746,5429144.589,29.9,2.74,br01,2026-03-08
1049,477019.298,5429206.717,36.46,2.0,br01,2026-03-08
1050,476915.603,5429155.852,33.79,3.63,br01,2026-03-08
1051,476985.81,5429210.435,40.77,3.18,br01,2026-03-08
1052,476932.995,5429201.859,48.64,3.06,br01,2026-03-08
1053,476971.093,5429126.504,24.05,2.57,br01,2026-03-08
1054,476981.611,5429162.334,29.35,2.28,br01,2026-03-08
1055,476966.266,5429111.43,26.84,1.58,br01,2026-03-08
1056,476985.041,5429186.845,35.72,2.81,br01,2026-03-08
1057,476971.844,5429213.202,39.4,6.1,br01,2026-03-08
1058,477000.873,5429238.772,37.16,1.2,br01,2026-03-08
1059,476954.208,5429161.833,33.04,3.02,br01,2026-03-08
1060,476981.239,5429192.482,40.08,1.82,br01,2026-03-08
1061,477007.403,5429235.071,37.76,2.61,br01,2026-03-08
1062,476910.894,5429157.585,35.55,2.36,br01,2026-03-08
1063,476998.733,5429167.941,36.0,3.19,br01,2026-03-08
1064,476939.272,5429187.638,46.53,3.31,br01,2026-03-08
1065,477008.102,5429177.869,27.99,2.15,br01,2026-03-08
1066,476934.191,5429186.945,44.61,4.07,br01,2026-03-08
1067,477003.447,5429185.295,36.62,1.54,br01,2026-03-08
1068,477017.759,5429200.989,30.81,2.55,br01,2026-03-08
1069,476947.018,5429209.785,45.98,0.73,br01,2026-03-08
1070,476991.14,5429233.655,38.57,3.31,br01,2026-03-08
1071,476980.09,5429122.416,25.28,2.32,br01,2026-03-08
1072,477027.011,5429212.888,39.69,2.13,br01,2026-03-08
1073,476961.14,5429124.134,30.45,2.91,br01,2026-03-08
1074,476988.908,5429225.828,37.56,3.29,br01,2026-03-08
1075,476984.885,5429175.891,37.81,2.74,br01,2026-03-08
1076,476983.272,5429185.7,38.32,3.03,br01,2026-03-08
1077,476942.54,5429141.274,28.75,2.05,br01,2026-03-08
1078,476903.515,5429151.768,34.66,2.75,br01,2026-03-08
1079,476921.702,5429198.598,50.79,1.84,br01,2026-03-08
1080,476967.177,5429129.968,28.89,1.56,br01,2026-03-08
1081,477023.999,5429226.773,34.95,4.67,br01,2026-03-08
1082,476940.173,5429140.796,27.98,2.63,br01,2026-03-08
1083,476912.685,5429137.542,28.75,1.43,br01,2026-03-08
1084,476985.682,5429197.381,38.54,2.36,br01,2026-03-08
1085,477015.34,5429239.784,40.07,4.01,br01,2026-03-08
1086,476981.316,5429182.109,34.74,1.66,br01,2026-03-08
1087,476997.658,5429151.07,36.27,1.37,br01,2026-03-08
1088,477000.403,5429162.882,33.79,3.28,br01,2026-03-08
1089,476905.475,5429144.753,31.13,2.78,br01,2026-03-08
1090,476993.332,5429154.867,34.48,1.69,br01,2026-03-08
1091,476941.221,5429203.147,43.95,3.78,br01,2026-03-08
1092,477005.044,5429186.774,36.47,3.06,br01,2026-03-08
1093,476938.158,5429206.429,47.56,4.94,br01,2026-03-08
1094,476963.263,5429127.136,28.65,4.15,br01,2026-03-08
1095,476901.744,5429142.822,32.47,2.24,br01,2026-03-08
1096,476996.834,5429230.153,36.51,3.82,br01,2026-03-08
1097,476987.8,5429174.172,36.41,4.11,br01,2026-03-08
1098,476891.184,5429150.667,34.59,2.84,br01,2026-03-08
1099,476896.263,5429149.708,32.88,3.8,br01,2026-03-08
1100,476941.167,5429205.373,45.95,5.05,br01,2026-03-08
1101,476909.52,5429157.331,34.68,1.14,br01,2026-03-08
1102,476935.578,5429199.771,48.0,3.76,br01,2026-03-08
1103,476911.475,5429148.17,32.06,4.52,br01,2026-03-08
1104,476910.551,5429155.915,35.4,2.31,br01,2026-03-08
1105,477013.026,5429195.86,32.06,2.37,br01,2026-03-08
1106,476974.872,5429125.904,30.23,1.63,br01,2026-03-08
1107,476955.898,5429195.252,44.96,1.85,br01,2026-03-08
1108,476942.023,5429193.981,47.76,1.56,br01,2026-03-08
1109,477004.293,5429184.133,39.44,1.38,br01,2026-03-08
1110,476935.336,5429165.918,35.77,2.57,br01,2026-03-08
1112,476993.136,5429245.332,38.28,3.64,br01,2026-03-08
1113,476984.52,5429165.46,33.95,5.27,br01,2026-03-08
1114,476956.749,5429160.752,35.16,3.05,br01,2026-03-08
1115,476960.354,5429153.454,31.8,1.32,br01,2026-03-08
1116,476940.169,5429218.721,46.5,2.69,br01,2026-03-08
1117,477002.59,5429192.579,22.54,1.54,br01,2026-03-08
1118,476978.424,5429120.9,26.7,2.17,br01,2026-03-08
1119,476989.961,5429202.476,37.23,1.92,br01,2026-03-08
1120,476958.514,5429159.941,19.35,2.49,br01,2026-03-08
1121,476997.134,5429200.006,35.14,6.21,br01,2026-03-08
1122,477004.58,5429196.651,39.08,2.2,br01,2026-03-08
1123,477025.345,5429234.121,37.41,1.7,br01,2026-03-08
1124,476922.939,5429147.192,29.02,3.78,br01,2026-03-08
1125,476914.077,5429154.087,33.98,3.57,br01,2026-03-08
1126,476999.777,5429222.567,36.24,5.68,br01,2026-03-08
1127,476909.893,5429159.602,35.26,2.99,br01,2026-03-08
1128,476981.563,5429125.57,27.76,2.02,br01,2026-03-08
1129,476905.068,5429150.852,34.17,2.72,br01,2026-03-08
1130,476996.656,5429165.207,35.43,2.64,br01,2026-03-08
1131,477007.886,5429180.524,30.5,2.12,br01,2026-03-08
1132,476908.206,5429196.321,49.97,4.33,br01,2026-03-08
1133,476930.558,5429173.553,43.61,1.67,br01,2026-03-08
1134,476977.091,5429222.865,43.18,3.27,br01,2026-03-08
1135,476908.928,5429148.178,32.85,3.5,br01,2026-03-08
1136,476955.768,5429152.305,30.83,2.76,br01,2026-03-08
1137,476899.945,5429146.802,33.49,2.5,br01,2026-03-08
1138,476920.603,5429139.621,28.27,1.99,br01,2026-03-08
1139,476988.745,5429203.43,37.54,2.67,br01,2026-03-08
1140,476914.484,5429158.068,34.38,1.27,br01,2026-03-08
1141,476927.65,5429180.197,41.52,2.75,br01,2026-03-08
1142,476913.201,5429157.393,35.39,2.18,br01,2026-03-08
1143,476951.089,5429142.32,29.6,2.81,br01,2026-03-08
1144,476976.382,5429211.887,37.85,2.82,br01,2026-03-08
1145,476901.523,5429146.606,33.08,2.17,br01,2026-03-08
1146,476928.037,5429154.382,33.38,2.47,br01,2026-03-08
1147,476910.26,5429148.866,32.0,1.31,br01,2026-03-08
1148,477014.516,5429204.281,36.85,1.43,br01,2026-03-08
1149,476894.204,5429149.628,32.58,3.41,br01,2026-03-08
1150,476902.156,5429143.835,32.34,1.79,br01,2026-03-08
1151,476971.331,5429133.378,27.51,4.24,br01,2026-03-08
1152,476927.58,5429187.163,45.33,4.42,br01,2026-03-08
1153,476911.548,5429159.402,35.4,2.98,br01,2026-03-08
1154,476981.199,5429126.765,30.35,1.19,br01,2026-03-08
1155,476983.714,5429217.516,37.12,3.56,br01,2026-03-08
1156,476915.02,5429166.222,35.88,3.27,br01,2026-03-08
1157,476920.579,5429137.881,26.48,1.85,br01,2026-03-08
1158,476962.707,5429142.696,31.21,5.1,br01,2026-03-08
1159,477017.5,5429193.419,26.77,2.71,br01,2026-03-08
1160,476929.779,5429199.265,46.85,3.56,br01,2026-03-08
1161,477002.678,5429236.161,39.92,3.1,br01,2026-03-08
1162,476960.427,5429156.395,24.95,1.87,br01,2026-03-08
1163,476949.891,5429129.091,36.13,1.76,br01,2026-03-08
1164,476921.526,5429143.637,30.13,2.85,br01,2026-03-08
1165,476918.939,5429139.537,28.31,1.34,br01,2026-03-08
1166,476978.328,5429163.466,27.72,5.01,br01,2026-03-08
1167,476897.9,5429146.053,31.75,2.34,br01,2026-03-08
1168,476928.638,5429168.189,41.02,2.41,br01,2026-03-08
1169,476952.223,5429181.714,41.0,2.42,br01,2026-03-08
1170,476965.791,5429219.471,44.47,3.06,br01,2026-03-08
1171,476944.384,5429199.39,43.35,2.3,br01,2026-03-08
1172,476977.358,5429208.33,38.44,1.67,br01,2026-03-08
1173,476995.533,5429248.415,36.88,1.35,br01,2026-03-08
1174,476994.01,5429220.186,36.92,2.62,br01,2026-03-08
1175,476972.302,5429125.274,24.37,1.76,br01,2026-03-08
1176,476966.292,5429121.041,32.07,1.65,br01,2026-03-08
1177,476968.014,5429158.31,37.0,2.97,br01,2026-03-08
1178,476963.784,5429143.476,27.24,2.17,br01,2026-03-08
1180,476997.613,5429228.331,39.72,3.84,br01,2026-03-08
1181,477004.723,5429244.72,37.99,2.62,br01,2026-03-08
1182,476913.234,5429159.404,35.25,3.11,br01,2026-03-08
1183,476979.111,5429222.385,38.9,2.02,br01,2026-03-08
1184,477003.37,5429198.963,37.77,2.35,br01,2026-03-08
1185,476940.418,5429217.387,47.34,1.51,br01,2026-03-08
1186,476941.597,5429144.51,26.68,1.81,br01,2026-03-08
1187,476965.62,5429157.753,34.8,2.12,br01,2026-03-08
1188,476902.338,5429157.487,34.5,2.38,br01,2026-03-08
1189,476890.502,5429151.632,33.59,1.64,br01,2026-03-08
1190,476929.643,5429202.225,47.23,3.17,br01,2026-03-08
1191,476960.716,5429194.299,28.67,2.48,br01,2026-03-08
1192,476989.553,5429187.313,35.01,2.69,br01,2026-03-08
1193,476922.298,5429170.569,41.67,3.11,br01,2026-03-08
1194,476942.33,5429165.617,32.72,2.33,br01,2026-03-08
1195,477023.692,5429234.444,39.93,3.15,br01,2026-03-08
1196,476914.891,5429160.206,34.7,2.18,br01,2026-03-08
1197,477006.1,5429180.23,31.44,1.62,br01,2026-03-08
1198,476966.049,5429221.631,41.37,1.79,br01,2026-03-08
1199,476947.054,5429121.045,33.29,1.27,br01,2026-03-08
1200,476969.624,5429119.955,28.4,1.38,br01,2026-03-08
1201,476937.133,5429183.868,44.55,1.51,br01,2026-03-08
1202,476908.413,5429160.295,35.26,1.79,br01,2026-03-08
1203,476989.308,5429205.451,38.04,2.19,br01,2026-03-08
1204,476890.35,5429148.268,33.21,1.51,br01,2026-03-08
1205,476996.453,5429247.958,38.71,2.28,br01,2026-03-08
1206,476982.017,5429184.942,34.65,1.21,br01,2026-03-08
1207,476889.849,5429149.872,33.64,1.51,br01,2026-03-08
1208,476939.247,5429203.61,45.15,2.51,br01,2026-03-08
1209,476933.491,5429210.463,49.52,3.69,br01,2026-03-08
1210,476980.389,5429173.326,12.19,2.18,br01,2026-03-08
1211,477017.959,5429223.795,33.17,2.17,br01,2026-03-08
1212,476961.77,5429221.357,41.17,2.51,br01,2026-03-08
1213,476974.263,5429138.41,38.53,1.72,br01,2026-03-08
1214,476919.897,5429141.64,28.95,2.63,br01,2026-03-08
1215,476989.945,5429200.786,37.41,2.19,br01,2026-03-08
1216,476922.606,5429194.897,49.27,2.86,br01,2026-03-08
1217,476891.618,5429145.235,32.04,3.11,br01,2026-03-08
1218,476936.214,5429141.379,30.94,2.27,br01,2026-03-08
1219,476975.601,5429139.037,38.34,1.52,br01,2026-03-08
1220,476982.066,5429170.853,33.18,1.33,br01,2026-03-08
1221,476974.317,5429190.078,36.2,2.5,br01,2026-03-08
1222,476902.945,5429189.071,49.12,3.94,br01,2026-03-08
1223,476912.346,5429164.346,36.48,2.58,br01,2026-03-08
1224,476915.987,5429157.137,33.96,1.57,br01,2026-03-08
1225,476902.316,5429141.992,30.59,1.64,br01,2026-03-08
1226,476942.562,5429144.061,26.33,1.17,br01,2026-03-08
1227,476937.808,5429188.447,44.93,1.2,br01,2026-03-08
1228,476966.443,5429136.855,26.26,3.1,br01,2026-03-08
1229,476912.878,5429163.502,35.0,1.37,br01,2026-03-08
1230,476902.763,5429147.71,33.21,2.06,br01,2026-03-08
1231,477009.61,5429220.826,34.15,2.59,br01,2026-03-08
1232,476933.08,5429197.881,46.94,1.78,br01,2026-03-08
1233,476906.229,5429149.092,33.42,2.01,br01,2026-03-08
1234,476997.003,5429212.827,34.81,1.66,br01,2026-03-08
1235,476901.146,5429151.086,33.58,3.64,br01,2026-03-08
1236,477002.857,5429234.335,34.1,2.88,br01,2026-03-08
1237,476936.136,5429185.326,43.32,1.69,br01,2026-03-08
1238,477020.665,5429220.773,37.69,2.21,br01,2026-03-08
1239,476911.189,5429167.261,37.85,3.39,br01,2026-03-08
1240,476895.004,5429153.278,34.14,2.36,br01,2026-03-08
1241,476937.996,5429194.358,43.96,2.67,br01,2026-03-08
1242,476938.949,5429141.347,27.9,2.37,br01,2026-03-08
1243,476972.965,5429192.708,34.32,3.49,br01,2026-03-08
1244,476973.598,5429199.81,34.58,4.82,br01,2026-03-08
1245,476929.2,5429152.609,32.72,2.82,br01,2026-03-08
1246,476961.906,5429218.714,41.71,3.36,br01,2026-03-08
1247,476910.537,5429164.009,36.04,3.55,br01,2026-03-08
1248,476892.049,5429147.922,33.18,2.54,br01,2026-03-08
1249,476987.461,5429226.851,36.61,3.23,br01,2026-03-08
1250,476980.997,5429205.83,37.25,4.11,br01,2026-03-08
1251,476889.488,5429147.566,33.15,2.7,br01,2026-03-08
1252,476919.419,5429137.97,28.17,2.05,br01,2026-03-08
1253,476978.949,5429203.012,37.9,4.31,br01,2026-03-08
1254,476888.893,5429151.998,33.18,2.96,br01,2026-03-08
1255,476938.305,5429147.311,29.14,3.62,br01,2026-03-08
1256,476904.341,5429150.137,33.41,1.45,br01,2026-03-08
1257,476944.969,5429164.148,33.18,2.62,br01,2026-03-08
1258,476898.619,5429188.65,46.49,5.53,br01,2026-03-08
1259,476993.669,5429215.8,34.74,3.28,br01,2026-03-08
1260,476903.954,5429143.277,31.83,3.69,br01,2026-03-08
1261,476904.095,5429158.164,33.71,2.32,br01,2026-03-08
1262,476966.337,5429128.693,25.43,2.25,br01,2026-03-08
1263,476926.038,5429145.792,31.93,3.37,br01,2026-03-08
1264,477019.534,5429227.97,33.87,1.94,br01,2026-03-08
1265,476906.596,5429145.685,29.7,2.45,br01,2026-03-08
1266,476967.966,5429134.727,23.83,2.57,br01,2026-03-08
1267,476921.825,5429199.627,50.64,2.64,br01,2026-03-08
1268,476904.443,5429155.408,32.56,4.52,br01,2026-03-08
1269,476981.327,5429198.731,35.95,5.11,br01,2026-03-08
1270,476949.684,5429226.179,43.3,8.52,br01,2026-03-08
1271,476907.659,5429148.679,32.2,1.02,br01,2026-03-08
1272,476971.326,5429209.616,37.12,2.52,br01,2026-03-08
1273,477000.633,5429199.485,32.5,1.59,br01,2026-03-08
1274,477024.934,5429235.832,37.14,2.15,br01,2026-03-08
1275,476961.752,5429157.563,17.41,2.32,br01,2026-03-08
1276,476942.877,5429142.889,27.81,1.06,br01,2026-03-08
1277,476996.312,5429169.896,35.59,1.94,br01,2026-03-08
1278,476893.758,5429151.391,33.33,2.14,br01,2026-03-08
1279,476945.024,5429174.434,35.47,2.17,br01,2026-03-08
1280,476991.496,5429218.323,34.87,4.44,br01,2026-03-08
1281,476987.741,5429209.782,34.01,1.72,br01,2026-03-08
1282,476934.358,5429208.67,45.28,1.39,br01,2026-03-08
1283,476937.808,5429216.224,46.25,2.42,br01,2026-03-08
1284,476940.134,5429213.724,45.4,2.12,br01,2026-03-08
1285,476919.732,5429197.418,49.15,1.52,br01,2026-03-08
1286,477003.525,5429186.212,35.66,1.83,br01,2026-03-08
1287,477016.588,5429192.275,29.19,2.75,br01,2026-03-08
1288,476905.904,5429156.385,32.93,1.85,br01,2026-03-08
1289,476995.693,5429224.715,35.66,3.31,br01,2026-03-08
1290,477005.016,5429184.929,38.01,1.37,br01,2026-03-08
1291,476887.905,5429148.377,32.32,1.57,br01,2026-03-08
1292,476938.919,5429216.894,47.93,1.77,br01,2026-03-08
1293,476901.291,5429141.204,29.88,3.34,br01,2026-03-08
1294,477001.466,5429186.078,31.36,1.9,br01,2026-03-08
1295,476940.987,5429146.269,28.13,4.59,br01,2026-03-08
1296,476988.53,5429147.868,34.49,2.36,br01,2026-03-08
1297,476906.906,5429147.304,32.84,3.03,br01,2026-03-08
1298,477006.909,5429243.832,40.36,1.84,br01,2026-03-08
1299,476964.061,5429205.01,37.55,2.6,br01,2026-03-08
1300,476939.844,5429207.139,45.99,3.46,br01,2026-03-08
1301,476950.907,5429170.571,33.57,4.03,br01,2026-03-08
1302,476966.218,5429217.145,42.57,4.41,br01,2026-03-08
1303,476971.038,5429128.946,27.21,1.69,br01,2026-03-08
1304,476931.092,5429189.722,44.06,3.35,br01,2026-03-08
1305,476891.402,5429149.17,33.88,1.6,br01,2026-03-08
1306,476921.129,5429196.884,51.98,4.79,br01,2026-03-08
1307,476885.739,5429150.465,33.31,6.6,br01,2026-03-08
1308,477018.3,5429222.817,32.41,3.51,br01,2026-03-08
1309,476891.825,5429152.648,33.35,2.35,br01,2026-03-08
1310,476969.178,5429134.89,24.4,1.5,br01,2026-03-08
1311,477005.534,5429192.744,32.36,1.8,br01,2026-03-08
1312,477006.104,5429168.352,31.58,1.78,br01,2026-03-08
1313,476902.889,5429153.04,31.81,1.53,br01,2026-03-08
1314,476989.306,5429209.951,32.93,3.44,br01,2026-03-08
1315,476963.467,5429223.3,41.63,2.04,br01,2026-03-08
1316,476965.04,5429143.264,28.98,1.92,br01,2026-03-08
1317,476920.431,5429163.245,32.61,1.6,br01,2026-03-08
1318,476996.046,5429168.582,32.12,2.23,br01,2026-03-08
1319,476894.7,5429152.214,33.13,1.71,br01,2026-03-08
1320,477016.364,5429216.086,36.22,1.21,br01,2026-03-08
1321,476927.621,5429182.591,41.31,3.2,br01,2026-03-08
1322,476895.899,5429144.946,30.15,2.26,br01,2026-03-08
1323,476908.351,5429158.114,35.67,3.97,br01,2026-03-08
1324,477002.017,5429160.408,30.95,2.35,br01,2026-03-08
1325,476902.787,5429159.223,34.85,1.79,br01,2026-03-08
1326,476887.524,5429152.15,33.39,2.95,br01,2026-03-08
1327,476967.114,5429157.519,36.92,1.1,br01,2026-03-08
1328,476916.644,5429139.847,27.23,4.71,br01,2026-03-08
1329,476911.68,5429165.473,37.57,1.28,br01,2026-03-08
1330,476916.64,5429133.061,33.2,1.25,br01,2026-03-08
1331,476917.049,5429190.856,45.73,2.87,br01,2026-03-08
1332,476920.118,5429159.392,30.71,3.07,br01,2026-03-08
1333,476964.607,5429134.104,22.55,1.93,br01,2026-03-08
1334,476905.929,5429195.055,48.15,3.95,br01,2026-03-08
1335,476907.264,5429156.083,33.51,2.46,br01,2026-03-08
1336,476942.774,5429199.544,42.75,1.97,br01,2026-03-08
1337,476935.818,5429210.89,46.37,0.93,br01,2026-03-08
1338,476914.707,5429140.567,26.51,3.69,br01,2026-03-08
1339,476917.4,5429135.695,26.71,3.53,br01,2026-03-08
1340,476922.066,5429163.226,33.0,2.86,br01,2026-03-08
1341,477009.671,5429177.616,31.32,1.63,br01,2026-03-08
1342,476916.408,5429162.243,33.78,3.46,br01,2026-03-08
1343,476962.84,5429225.339,41.99,2.2,br01,2026-03-08
1344,476909.912,5429166.128,36.88,2.37,br01,2026-03-08
1345,476987.188,5429203.342,34.1,2.49,br01,2026-03-08
1346,476947.775,5429207.615,41.45,1.28,br01,2026-03-08
1347,477000.718,5429176.353,32.89,2.58,br01,2026-03-08
1348,476918.709,5429135.391,24.93,2.22,br01,2026-03-08
1349,476981.451,5429160.764,29.46,3.28,br01,2026-03-08
1350,476888.765,5429149.027,33.01,1.59,br01,2026-03-08
1351,476927.877,5429161.524,36.86,4.14,br01,2026-03-08
1352,476997.214,5429168.655,35.44,2.65,br01,2026-03-08
1353,476918.31,5429141.25,28.67,1.22,br01,2026-03-08
1354,476892.43,5429149.701,33.06,1.53,br01,2026-03-08
1355,476934.463,5429197.552,45.76,2.93,br01,2026-03-08
1356,476936.117,5429187.975,46.14,1.31,br01,2026-03-08
1357,476939.552,5429146.075,27.96,1.96,br01,2026-03-08
1358,476929.082,5429179.913,41.65,3.05,br01,2026-03-08
1359,476925.51,5429163.34,32.83,5.08,br01,2026-03-08
1360,476944.008,5429166.861,34.08,5.34,br01,2026-03-08
1361,476904.331,5429191.633,47.1,4.55,br01,2026-03-08
1362,476914.539,5429162.451,33.73,2.86,br01,2026-03-08
1363,476899.857,5429155.781,33.11,3.76,br01,2026-03-08
1364,476932.968,5429209.28,47.4,1.85,br01,2026-03-08
1365,476893.659,5429144.539,31.44,2.86,br01,2026-03-08
1366,476901.706,5429154.916,32.95,4.02,br01,2026-03-08
1367,476902.417,5429191.402,47.72,1.39,br01,2026-03-08
1368,476874.675,5429189.133,49.06,3.28,br01,2026-03-08
1369,476876.779,5429187.932,47.74,2.65,br01,2026-03-08
1370,476908.943,5429194.85,48.87,1.82,br01,2026-03-08
1371,476941.164,5429143.026,26.2,1.9,br01,2026-03-08
1372,476918.962,5429162.172,32.65,3.22,br01,2026-03-08
1373,476998.038,5429149.978,36.68,1.47,br01,2026-03-08
1374,476932.508,5429189.653,43.74,1.5,br01,2026-03-08
1375,476966.095,5429130.66,24.75,2.61,br01,2026-03-08
1376,476893.299,5429148.416,30.52,1.44,br01,2026-03-08
