Unnamed: 0,Tree_ID,Species,Latitude,Longitude,Month,Year,Height,CrownDiameter,CrownAreaConvex,CrownAreaConcave,CrownBaseHeight,Predicted_DBH,Biomass_kg
0,AceCam_BR01_1_1,Acer campestre,49.014,8.682842,Jun,2019,10.1,7.7,47.02215,39.8905,1.2,17.0,132.20678614550303
1,AceCam_BR01_1_1,Acer campestre,49.014,8.682842,Jul,2019,10.805,8.354,49.497,41.99,0.95,17.052,144.28430276101216
2,AceCam_BR01_1_1,Acer campestre,49.014,8.682842,Sep,2019,11.805001,8.177,47.162,41.405,1.35,17.142,161.9727285821014
3,AceCam_BR01_1_1,Acer campestre,49.014,8.682842,Dec,2019,11.805106127472037,8.139,48.565,38.899,1.55,17.172,162.6307607725003
4,AceCam_BR01_1_1,Acer campestre,49.014,8.682842,Mar,2020,12.155156,6.997,34.041,26.926,1.95,17.172,163.6370861
5,AceCam_BR01_2_2,Acer campestre,49.014387,8.682112,Jun,2019,7.106949999999999,3.8,10.71315,9.41355,1.1,6.4,17.09705210421147
6,AceCam_BR01_2_2,Acer campestre,49.014387,8.682112,Jul,2019,7.481,3.876,11.277,9.909,1.35,6.453,17.997952
7,AceCam_BR01_2_2,Acer campestre,49.014387,8.682112,Sep,2019,8.481001,4.01,11.289,9.109,1.25,6.543,16.211725403305103
8,AceCam_BR01_2_2,Acer campestre,49.014387,8.682112,Dec,2019,8.481107627161991,3.951,10.212,8.152,1.25,6.573,16.402247754442698
9,AceCam_BR01_2_2,Acer campestre,49.014387,8.682112,Mar,2020,8.481107627167967,2.825,5.321,4.083,1.75,6.573,16.402247754457417
10,AceCam_BR01_3_3,Acer campestre,49.014377,8.682139,Jun,2019,6.85995,6.2,21.2192,16.7675,1.1,6.4,16.34689
11,AceCam_BR01_3_3,Acer campestre,49.014377,8.682139,Jul,2019,7.221,5.845,22.336,17.65,1.85,6.453,16.516865
12,AceCam_BR01_3_3,Acer campestre,49.014377,8.682139,Sep,2019,8.221001,5.434,19.333,15.171,1.25,5.22,15.576813477709187
13,AceCam_BR01_3_3,Acer campestre,49.014377,8.682139,Dec,2019,8.221107364074646,5.549,20.382,16.297,0.95,5.228,15.589213
14,AceCam_BR01_3_3,Acer campestre,49.014377,8.682139,Mar,2020,7.627105,4.192,10.805,8.189,1.85,5.209,14.900998
15,AceCam_BR01_4_4,Acer campestre,49.013874,8.681704,Jun,2019,17.35935,11.1,124.64665,104.01834999999998,1.1,41.5,1321.1932529390997
16,AceCam_BR01_4_4,Acer campestre,49.013874,8.681704,Jul,2019,18.273,13.375,131.207,109.493,1.75,41.553,1405.9733202566188
17,AceCam_BR01_4_4,Acer campestre,49.013874,8.681704,Sep,2019,19.273001,13.585,130.32,104.902,1.35,41.642,1501.665868369506
18,AceCam_BR01_4_4,Acer campestre,49.013874,8.681704,Dec,2019,19.273107778383505,12.769,127.181,96.74,1.15,41.672,1504.1395178318237
19,AceCam_BR01_4_4,Acer campestre,49.013874,8.681704,Mar,2020,19.273107778389654,12.144,104.153,81.804,0.65,41.672,1504.13951783237
20,AcePse_BR01_1_5,Acer pseudoplatanus,49.014186,8.682164,Jun,2019,11.3943,4.2,13.0872,11.8142,6.5,9.6,39.80474697862448
21,AcePse_BR01_1_5,Acer pseudoplatanus,49.014186,8.682164,Jul,2019,11.994,4.355,13.776,12.436,7.15,9.67,43.77294149542772
22,AcePse_BR01_1_5,Acer pseudoplatanus,49.014186,8.682164,Sep,2019,12.994001,3.8,10.903,9.842,2.55,9.79,50.63760160182571
23,AcePse_BR01_1_5,Acer pseudoplatanus,49.014186,8.682164,Dec,2019,12.99410728748755,4.022,12.276,8.961,2.05,9.83,51.202634775484015
24,AcePse_BR01_1_5,Acer pseudoplatanus,49.014186,8.682164,Mar,2020,12.994107287491108,3.062,6.132,4.369,7.15,9.83,51.20263477550303
25,AcePse_BR01_2_6,Acer pseudoplatanus,49.014256,8.682132,Jun,2019,12.46875,4.2,12.28255,11.112149999999998,7.6,6.8,28.31161045066184
26,AcePse_BR01_2_6,Acer pseudoplatanus,49.014256,8.682132,Jul,2019,13.125,4.049,12.929,11.697,1.05,6.87,30.72889160387362
27,AcePse_BR01_2_6,Acer pseudoplatanus,49.014256,8.682132,Sep,2019,14.125001,4.061,11.55,10.696,1.45,6.99,34.70299552755672
28,AcePse_BR01_2_6,Acer pseudoplatanus,49.014256,8.682132,Dec,2019,14.12510735280123,4.005,12.093,10.711,1.35,7.03,40.14799059058454
29,AcePse_BR01_2_6,Acer pseudoplatanus,49.014256,8.682132,Mar,2020,14.3445177,2.602,5.013,3.632,3.15,7.03,40.9705991
30,AcePse_BR01_3_7,Acer pseudoplatanus,49.013806,8.682009,Jun,2019,12.4507,3.9,10.80055,10.09375,5.7,9.2,40.01198909218193
31,AcePse_BR01_3_7,Acer pseudoplatanus,49.013806,8.682009,Jul,2019,13.106,3.96,11.369,10.625,6.65,9.27,44.03325590045891
32,AcePse_BR01_3_7,Acer pseudoplatanus,49.013806,8.682009,Sep,2019,14.106001,3.932,10.261,8.86,6.45,9.39,50.54666969396777
33,AcePse_BR01_3_7,Acer pseudoplatanus,49.013806,8.682009,Dec,2019,14.106106830510576,3.486,8.739,7.746,4.85,9.43,51.13499166950227
34,AcePse_BR01_3_7,Acer pseudoplatanus,49.013806,8.682009,Mar,2020,14.106106830514744,2.449,4.302,3.138,6.85,9.43,51.134991669522805
35,AcePse_BR01_4_8,Acer pseudoplatanus,49.013762,8.682145,Jun,2019,12.33195,5.9,34.9182,30.59,3.2,11.0,64.26759100604284
36,AcePse_BR01_4_8,Acer pseudoplatanus,49.013762,8.682145,Jul,2019,12.981,7.009,36.756,32.2,5.35,11.07,69.69742476030966
37,AcePse_BR01_4_8,Acer pseudoplatanus,49.013762,8.682145,Sep,2019,13.981001,6.683,34.502,28.945,2.55,11.19,78.4865085438789
38,AcePse_BR01_4_8,Acer pseudoplatanus,49.013762,8.682145,Dec,2019,13.98110654242814,6.557,30.917,23.947,2.75,11.23,79.17561370763302
39,AcePse_BR01_4_8,Acer pseudoplatanus,49.013762,8.682145,Mar,2020,13.98110654243007,5.676,22.95,17.435,5.55,11.23,79.17561370764638
40,CarBet_BR01_1_9,Carpinus betulus,49.013779,8.682508,Jun,2019,17.7973,7.6,69.67774999999999,58.0906,1.6,21.0,385.9246251107182
41,CarBet_BR01_1_9,Carpinus betulus,49.013779,8.682508,Jul,2019,18.734,9.929,73.345,61.148,2.85,21.052,409.9570793008704
42,CarBet_BR01_1_9,Carpinus betulus,49.013779,8.682508,Sep,2019,19.734001000000003,9.557,71.947,61.936,1.35,21.142,437.34257580222254
43,CarBet_BR01_1_9,Carpinus betulus,49.013779,8.682508,Dec,2019,19.734107284788408,9.493,70.029,57.746,0.25,21.172,438.6681484977841
44,CarBet_BR01_1_9,Carpinus betulus,49.013779,8.682508,Mar,2020,19.734107284790543,8.207,54.221,43.597,0.25,21.172,438.6681484978345
45,CarBet_BR01_2_10,Carpinus betulus,49.013783,8.682501,Jun,2019,16.92805,6.8,64.37675,58.5523,1.2,21.5,384.6736400557137
46,CarBet_BR01_2_10,Carpinus betulus,49.013783,8.682501,Jul,2019,17.819,9.818,67.765,61.634,1.65,21.552,408.5852043527184
47,CarBet_BR01_2_10,Carpinus betulus,49.013783,8.682501,Sep,2019,18.819001,9.373,67.039,59.749,1.05,21.642,437.0037821300362
48,CarBet_BR01_2_10,Carpinus betulus,49.013783,8.682501,Dec,2019,18.81910684113604,9.388,64.014,56.753,0.85,21.672,438.2979597605664
49,CarBet_BR01_2_10,Carpinus betulus,49.013783,8.682501,Mar,2020,18.81910684114112,7.983,54.561,44.921,1.15,21.672,438.2979597606925
50,CarBet_BR01_3_11,Carpinus betulus,49.014204,8.682363,Jun,2019,11.24515,4.1,6.106599999999999,5.81685,1.7,7.8,34.3664103787393
51,CarBet_BR01_3_11,Carpinus betulus,49.014204,8.682363,Jul,2019,11.837,3.246,6.428,6.123,6.15,7.853,41.93806596999577
52,CarBet_BR01_3_11,Carpinus betulus,49.014204,8.682363,Sep,2019,12.837001,4.789,16.518,13.429,1.45,7.942,46.40220779194436
53,CarBet_BR01_3_11,Carpinus betulus,49.014204,8.682363,Dec,2019,12.837107929729916,4.985,17.422,15.994,1.25,7.973,46.7567942938524
54,CarBet_BR01_3_11,Carpinus betulus,49.014204,8.682363,Mar,2020,12.83710792973533,3.423,7.799,6.196,1.25,7.973,46.75679429387166
55,CarBet_BR01_4_12,Carpinus betulus,49.014246,8.682229,Jun,2019,11.4988,2.8,11.62515,10.27615,6.4,7.3,30.352338502872364
56,CarBet_BR01_4_12,Carpinus betulus,49.014246,8.682229,Jul,2019,12.104,4.067,12.237,10.817,6.95,7.353,32.6957612434789
57,CarBet_BR01_4_12,Carpinus betulus,49.014246,8.682229,Sep,2019,13.104000999999998,3.395,8.891,7.72,3.05,7.442,41.700332242629386
58,CarBet_BR01_4_12,Carpinus betulus,49.014246,8.682229,Dec,2019,13.104107902368144,3.584,9.347,8.103,1.65,7.473,42.04041079460062
59,CarBet_BR01_4_12,Carpinus betulus,49.014246,8.682229,Mar,2020,13.10410790237382,2.372,4.22,3.482,6.85,7.473,42.0404107946184
60,CarBet_BR01_5_13,Carpinus betulus,49.014055,8.682398,Jun,2019,6.78205,5.8,11.06275,8.302999999999999,1.05,6.2,15.352247586653764
61,CarBet_BR01_5_13,Carpinus betulus,49.014055,8.682398,Jul,2019,7.139,4.355,11.645,8.74,2.35,6.253,16.410800342972006
62,CarBet_BR01_5_13,Carpinus betulus,49.014055,8.682398,Sep,2019,8.139001,4.095,12.434,8.482,2.45,6.343,19.17837190948763
63,CarBet_BR01_5_13,Carpinus betulus,49.014055,8.682398,Dec,2019,8.13910705841265,4.472,13.164,8.515,2.65,6.373,19.356075697728333
64,CarBet_BR01_5_13,Carpinus betulus,49.014055,8.682398,Mar,2020,8.139107058417524,3.421,8.554,4.871,2.95,6.373,19.356075697739644
65,CarBet_BR01_6_14,Carpinus betulus,49.013918,8.682544,Jun,2019,9.66625,7.8,43.1737,35.9119,0.9,13.3,76.24657815384477
66,CarBet_BR01_6_14,Carpinus betulus,49.013918,8.682544,Jul,2019,10.175,7.783,45.446,37.802,0.95,13.353,76.97614007337754
67,CarBet_BR01_6_14,Carpinus betulus,49.013918,8.682544,Sep,2019,11.175001,8.083,47.604,41.311,1.75,13.443,88.22159610699546
68,CarBet_BR01_6_14,Carpinus betulus,49.013918,8.682544,Dec,2019,11.175107690386472,8.029,44.978,36.612,1.05,13.473,88.71639219750404
69,CarBet_BR01_6_14,Carpinus betulus,49.013918,8.682544,Mar,2020,11.175107690392196,6.905,33.85,27.731,1.65,13.473,88.7163921975609
70,CarBet_BR01_7_15,Carpinus betulus,49.014186,8.682416,Jun,2019,11.3867,4.2,2.83955,2.83955,1.2,11.3,62.16152951426439
71,CarBet_BR01_7_15,Carpinus betulus,49.014186,8.682416,Jul,2019,11.986,2.228,2.989,2.989,9.75,11.353,67.17202206586404
72,CarBet_BR01_7_15,Carpinus betulus,49.014186,8.682416,Sep,2019,12.986001,5.153,17.596,15.922,1.95,11.443,75.72755499506714
73,CarBet_BR01_7_15,Carpinus betulus,49.014186,8.682416,Dec,2019,12.986106048534952,4.998,16.36,14.172,2.05,11.473,76.21881548375502
74,CarBet_BR01_7_15,Carpinus betulus,49.014186,8.682416,Mar,2020,12.986106048537389,3.66,8.452,6.435,2.75,11.473,76.21881548377266
75,CarBet_BR01_8_16,Carpinus betulus,49.014192,8.682345,Jun,2019,11.3259,4.2,9.260599999999998,8.176649999999999,3.2,6.3,21.127797062539383
76,CarBet_BR01_8_16,Carpinus betulus,49.014192,8.682345,Jul,2019,11.922,3.742,9.748,8.607,8.55,6.353,22.922000370017297
77,CarBet_BR01_8_16,Carpinus betulus,49.014192,8.682345,Sep,2019,12.922001,4.124,12.083,10.503,1.85,6.442,26.037116503995456
78,CarBet_BR01_8_16,Carpinus betulus,49.014192,8.682345,Dec,2019,12.922106082381625,4.059,10.958,8.999,1.85,6.473,26.329575603099528
79,CarBet_BR01_8_16,Carpinus betulus,49.014192,8.682345,Mar,2020,12.922106082387025,2.85,4.989,3.519,3.25,6.473,26.3295756031123
80,CarBet_BR01_9_17,Carpinus betulus,49.013964,8.682616,Jun,2019,8.3125,6.9,30.51305,25.6842,0.5,8.5,29.66561470801261
81,CarBet_BR01_9_17,Carpinus betulus,49.013964,8.682616,Jul,2019,8.75,6.584,32.119,27.036,0.25,8.553,31.890129634829684
82,CarBet_BR01_9_17,Carpinus betulus,49.013964,8.682616,Sep,2019,9.750001,6.378,28.805,23.036,0.0,8.643,41.84588353502701
83,CarBet_BR01_9_17,Carpinus betulus,49.013964,8.682616,Dec,2019,9.75010605768001,5.816,25.079,17.372,0.45,8.672,42.12083706789636
84,CarBet_BR01_9_17,Carpinus betulus,49.013964,8.682616,Mar,2020,9.750106057681233,4.936,18.862,13.443,1.15,8.672,42.12083706790152
85,CarBet_BR01_10_18,Carpinus betulus,49.014088,8.682655,Jun,2019,14.8409,9.2,58.0165,49.42945,1.1,25.6,425.1032056076044
86,CarBet_BR01_10_18,Carpinus betulus,49.014088,8.682655,Jul,2019,15.622,9.244,61.07,52.031,0.95,25.652,454.2512252813807
87,CarBet_BR01_10_18,Carpinus betulus,49.014088,8.682655,Sep,2019,16.622001,9.684,64.21,52.457,0.25,25.742,492.8921650180422
88,CarBet_BR01_10_18,Carpinus betulus,49.014088,8.682655,Dec,2019,16.62210675155095,8.959,59.766,51.738,0.25,25.773,494.29037218830194
89,CarBet_BR01_10_18,Carpinus betulus,49.014088,8.682655,Mar,2020,16.62210675155287,8.441,49.527,41.041,0.85,25.773,494.2903721883688
90,CarBet_BR01_11_19,Carpinus betulus,49.014093,8.682548,Jun,2019,11.42185,7.0,38.741,30.64415,0.1,14.8,114.5457808605303
91,CarBet_BR01_11_19,Carpinus betulus,49.014093,8.682548,Jul,2019,12.023,7.919,40.78,32.257,3.45,14.853,122.7368668468376
92,CarBet_BR01_11_19,Carpinus betulus,49.014093,8.682548,Sep,2019,13.023001,7.449,38.756,34.339,0.95,14.943,131.61276144466046
93,CarBet_BR01_11_19,Carpinus betulus,49.014093,8.682548,Dec,2019,13.023106078218246,7.277,35.075,25.623,0.85,14.973,132.24798728671132
94,CarBet_BR01_11_19,Carpinus betulus,49.014093,8.682548,Mar,2020,13.02310607821878,6.296,26.246,20.523,1.85,14.973,132.24798728671783
95,CarBet_BR01_12_20,Carpinus betulus,49.014045,8.682783,Jun,2019,4.6,7.0,16.229799999999997,12.850649999999998,0.1,6.3,10.843749101318563
96,CarBet_BR01_12_20,Carpinus betulus,49.014045,8.682783,Jul,2019,5.332,4.816,17.084,13.527,1.35,6.353,12.731353213624288
97,CarBet_BR01_12_20,Carpinus betulus,49.014045,8.682783,Sep,2019,6.332001,4.804,17.019,14.206,1.25,6.442,15.47132474053376
98,CarBet_BR01_12_20,Carpinus betulus,49.014045,8.682783,Dec,2019,6.332106400251336,4.581,15.619,11.298,1.05,6.473,15.617238979947926
99,CarBet_BR01_12_20,Carpinus betulus,49.014045,8.682783,Mar,2020,6.332106400255863,3.647,8.987,6.208,1.55,6.473,15.617238979958822
100,CarBet_BR01_13_21,Carpinus betulus,49.014021,8.682737,Jun,2019,17.1,8.8,54.8492,47.55985,1.4,17.0,231.1786925403806
101,CarBet_BR01_13_21,Carpinus betulus,49.014021,8.682737,Jul,2019,17.463,9.255,57.736,50.063,2.85,17.052,238.45081805449357
102,CarBet_BR01_13_21,Carpinus betulus,49.014021,8.682737,Sep,2019,18.463001,9.515,61.89,53.026,0.85,17.142,257.0394502045333
103,CarBet_BR01_13_21,Carpinus betulus,49.014021,8.682737,Dec,2019,18.46310645440652,8.835,55.319,47.439,0.85,17.172,258.05669453016003
104,CarBet_BR01_13_21,Carpinus betulus,49.014021,8.682737,Mar,2020,18.463106454412824,8.023,44.729,35.878,1.65,17.172,258.05669453025934
105,CarBet_BR01_14_22,Carpinus betulus,49.013826,8.683128,Jun,2019,10.1042,7.8,33.70125,28.8477,1.5,12.9,74.68475641753304
106,CarBet_BR01_14_22,Carpinus betulus,49.013826,8.683128,Jul,2019,10.636,7.044,35.475,30.366,2.15,12.953,75.34544574948119
107,CarBet_BR01_14_22,Carpinus betulus,49.013826,8.683128,Sep,2019,11.636000999999998,6.917,33.459,27.362,2.25,13.043,86.03410415850674
108,CarBet_BR01_14_22,Carpinus betulus,49.013826,8.683128,Dec,2019,11.636106637788608,6.795,33.438,29.439,1.15,13.072,86.51750202489633
109,CarBet_BR01_14_22,Carpinus betulus,49.013826,8.683128,Mar,2020,11.636106637793567,5.724,23.141,20.167,2.45,13.072,86.51750202494276
110,CarBet_BR01_15_23,Carpinus betulus,49.013898,8.682994,Jun,2019,12.17425,10.9,94.86035,84.06835,1.4,19.6,216.9747890034011
111,CarBet_BR01_15_23,Carpinus betulus,49.013898,8.682994,Jul,2019,12.815,11.839,99.853,88.493,2.15,19.652,231.5678879934079
112,CarBet_BR01_15_23,Carpinus betulus,49.013898,8.682994,Sep,2019,13.815001,12.384,105.858,93.651,1.05,19.742,254.8499665722221
113,CarBet_BR01_15_23,Carpinus betulus,49.013898,8.682994,Dec,2019,13.815106036734337,11.314,101.578,88.276,0.65,19.773,255.7565932591575
114,CarBet_BR01_15_23,Carpinus betulus,49.013898,8.682994,Mar,2020,12.571,11.065,86.278,74.099,1.05,19.773,229.73274015890803
115,CarBet_BR01_16_24,Carpinus betulus,49.013892,8.683079,Jun,2019,14.2253,11.4,104.576,94.04335,1.3,25.0,441.0408085494516
116,CarBet_BR01_16_24,Carpinus betulus,49.013892,8.683079,Jul,2019,14.974,13.004,110.08,98.993,3.55,25.052,407.7911830931243
117,CarBet_BR01_16_24,Carpinus betulus,49.013892,8.683079,Sep,2019,15.974001,12.433,105.109,90.561,2.25,25.142,444.6622743120573
118,CarBet_BR01_16_24,Carpinus betulus,49.013892,8.683079,Dec,2019,15.974106117361176,12.241,102.274,88.706,1.35,25.172,445.935112333617
119,CarBet_BR01_16_24,Carpinus betulus,49.013892,8.683079,Mar,2020,15.97410611736459,11.505,82.679,72.561,1.65,25.172,445.9351123337308
120,CarBet_BR01_17_25,Carpinus betulus,49.014315,8.682284,Jun,2019,10.9668,4.2,16.73235,15.23705,1.7,8.3,43.3684105684948
121,CarBet_BR01_17_25,Carpinus betulus,49.014315,8.682284,Jul,2019,11.544,4.982,17.613,16.039,5.15,8.353,46.16484209153047
122,CarBet_BR01_17_25,Carpinus betulus,49.014315,8.682284,Sep,2019,12.544001,4.622,15.153,13.725,4.65,8.443,31.12230310340076
123,CarBet_BR01_17_25,Carpinus betulus,49.014315,8.682284,Dec,2019,12.544107591591208,4.313,13.399,12.463,1.55,8.473,31.47791008399645
124,CarBet_BR01_17_25,Carpinus betulus,49.014315,8.682284,Mar,2020,12.544107591594267,3.223,7.894,6.662,2.25,8.473,31.477910084008712
125,CarBet_BR01_18_26,Carpinus betulus,49.014302,8.682446,Jun,2019,10.10515,5.2,26.99425,23.0128,1.2,7.3,26.16413129427169
126,CarBet_BR01_18_26,Carpinus betulus,49.014302,8.682446,Jul,2019,10.637,6.367,28.415,24.224,2.15,7.353,28.22992770432559
127,CarBet_BR01_18_26,Carpinus betulus,49.014302,8.682446,Sep,2019,11.637001,6.897,32.977,27.95,1.95,7.442,32.13762935896295
128,CarBet_BR01_18_26,Carpinus betulus,49.014302,8.682446,Dec,2019,11.637106688848167,6.521,29.674,26.284,1.15,7.473,32.4405314881462
129,CarBet_BR01_18_26,Carpinus betulus,49.014302,8.682446,Mar,2020,11.637106688851564,5.268,19.564,16.766,1.95,7.473,32.440531488156864
130,CarBet_BR01_19_27,Carpinus betulus,49.014283,8.682387,Jun,2019,12.9162,5.3,23.18665,21.80155,1.7,9.8,50.36487020541776
131,CarBet_BR01_19_27,Carpinus betulus,49.014283,8.682387,Jul,2019,13.596,5.818,24.407,22.949,2.95,9.853,54.760127056176685
132,CarBet_BR01_19_27,Carpinus betulus,49.014283,8.682387,Sep,2019,14.596001,5.66,22.098,18.155,2.35,9.943,61.55702533482577
133,CarBet_BR01_19_27,Carpinus betulus,49.014283,8.682387,Dec,2019,14.59610736524126,5.857,24.987,21.134,2.05,9.973,62.03863449473468
134,CarBet_BR01_19_27,Carpinus betulus,49.014283,8.682387,Mar,2020,14.59610736524276,4.27,13.096,9.64,2.25,9.973,62.038634494742894
135,CarBet_BR01_20_28,Carpinus betulus,49.014229,8.682386,Jun,2019,10.65615,4.8,20.9874,17.996799999999997,4.0,7.7,31.423600768886253
136,CarBet_BR01_20_28,Carpinus betulus,49.014229,8.682386,Jul,2019,11.217,5.597,22.092,18.944,4.85,7.753,33.80965312790648
137,CarBet_BR01_20_28,Carpinus betulus,49.014229,8.682386,Sep,2019,12.217001,5.302,19.622,17.459,2.05,7.843,43.14413902469206
138,CarBet_BR01_20_28,Carpinus betulus,49.014229,8.682386,Dec,2019,12.217107258501215,4.906,16.566,14.96,1.85,7.873,43.46723153467861
139,CarBet_BR01_20_28,Carpinus betulus,49.014229,8.682386,Mar,2020,12.217107258502455,4.059,10.453,8.702,5.25,7.873,43.46723153468291
140,CarBet_BR01_21_29,Carpinus betulus,49.014306,8.682349,Jun,2019,7.86695,6.1,20.59315,14.15595,1.3,8.0,24.18460067849968
141,CarBet_BR01_21_29,Carpinus betulus,49.014306,8.682349,Jul,2019,8.281,5.749,21.677,14.901,2.95,8.053,26.0808788608148
142,CarBet_BR01_21_29,Carpinus betulus,49.014306,8.682349,Sep,2019,9.281001,6.304,26.227,22.426,2.15,8.143,30.50085598424284
143,CarBet_BR01_21_29,Carpinus betulus,49.014306,8.682349,Dec,2019,9.281106900205334,6.649,29.783,25.114,0.95,8.172,30.748465072541222
144,CarBet_BR01_21_29,Carpinus betulus,49.014306,8.682349,Mar,2020,9.28110690020966,5.214,17.205,14.036,1.15,8.172,30.748465072557487
145,CarBet_BR01_22_30,Carpinus betulus,49.014293,8.682329,Jun,2019,8.469249999999999,4.4,9.985449999999998,5.1832,2.2,7.8,24.851104349981327
146,CarBet_BR01_22_30,Carpinus betulus,49.014293,8.682329,Jul,2019,8.915,3.806,10.511,5.456,5.85,7.853,26.801161738202573
147,CarBet_BR01_22_30,Carpinus betulus,49.014293,8.682329,Sep,2019,9.915000999999998,4.624,13.886,12.341,3.85,7.942,31.06284052426869
148,CarBet_BR01_22_30,Carpinus betulus,49.014293,8.682329,Dec,2019,9.9151079016607,4.436,14.471,12.95,1.35,7.973,31.33850481577665
149,CarBet_BR01_22_30,Carpinus betulus,49.014293,8.682329,Mar,2020,9.915107901667282,3.227,6.222,4.392,1.35,7.973,31.3385048158002
150,CarBet_BR01_23_31,Carpinus betulus,49.014272,8.682411,Jun,2019,9.78405,4.5,6.714599999999999,6.3441,2.1,8.3,33.79731903124672
151,CarBet_BR01_23_31,Carpinus betulus,49.014272,8.682411,Jul,2019,10.299,3.093,7.068,6.678,6.35,8.353,41.29900273433972
152,CarBet_BR01_23_31,Carpinus betulus,49.014272,8.682411,Sep,2019,11.299001,4.452,13.426,10.796,1.65,8.443,46.16404788451552
153,CarBet_BR01_23_31,Carpinus betulus,49.014272,8.682411,Dec,2019,11.299107055597522,4.186,12.263,10.195,1.35,8.473,46.48520554555714
154,CarBet_BR01_23_31,Carpinus betulus,49.014272,8.682411,Mar,2020,11.29910705560314,2.666,5.004,2.83,1.85,8.473,46.4852055455797
155,CarBet_BR01_24_32,Carpinus betulus,49.01432,8.682304,Jun,2019,9.2378,3.1,9.35655,7.77575,3.0,5.0,13.639530547940929
156,CarBet_BR01_24_32,Carpinus betulus,49.01432,8.682304,Jul,2019,9.724,3.809,9.849,8.185,5.25,5.053,14.637940103551507
157,CarBet_BR01_24_32,Carpinus betulus,49.01432,8.682304,Sep,2019,10.724001,3.444,7.988,6.956,5.25,5.143,16.670092175034497
158,CarBet_BR01_24_32,Carpinus betulus,49.01432,8.682304,Dec,2019,10.724106414469333,3.465,8.178,6.762,2.25,5.173,16.86059242145933
159,CarBet_BR01_24_32,Carpinus betulus,49.01432,8.682304,Mar,2020,10.724106414469835,1.725,2.475,1.984,4.35,5.173,16.860592421460105
160,CarBet_BR01_25_33,Carpinus betulus,49.01435,8.682282,Jun,2019,9.5912,3.8,16.6307,13.9992,1.9,7.1,23.053002949628112
161,CarBet_BR01_25_33,Carpinus betulus,49.01435,8.682282,Jul,2019,10.096,4.917,17.506,14.736,4.05,7.152,24.916260980048087
162,CarBet_BR01_25_33,Carpinus betulus,49.01435,8.682282,Sep,2019,11.096001,4.823,17.444,15.695,2.25,7.242,28.615640280072405
163,CarBet_BR01_25_33,Carpinus betulus,49.01435,8.682282,Dec,2019,11.096106939390236,4.676,15.556,13.7,1.45,7.272,28.888313594004103
164,CarBet_BR01_25_33,Carpinus betulus,49.01435,8.682282,Mar,2020,11.096107875542238,3.504,8.038,7.05,2.95,7.272,28.88831638446224
165,CarBet_BR01_26_34,Carpinus betulus,49.014213,8.682637,Jun,2019,23.84785,11.2,83.5886,72.14014999999999,2.7,29.4,842.9983416323732
166,CarBet_BR01_26_34,Carpinus betulus,49.014213,8.682637,Jul,2019,25.103,10.987,87.988,75.937,3.15,29.452,903.0797595991296
167,CarBet_BR01_26_34,Carpinus betulus,49.014213,8.682637,Sep,2019,26.103001000000003,12.076,96.36,83.928,2.55,29.542,955.045947038192
168,CarBet_BR01_26_34,Carpinus betulus,49.014213,8.682637,Dec,2019,26.10310738338246,10.691,89.42,75.908,2.45,29.572,957.440621948172
169,CarBet_BR01_26_34,Carpinus betulus,49.014213,8.682637,Mar,2020,26.10310738338677,11.154,86.549,71.963,2.65,29.572,957.4406219483664
170,CarBet_BR01_27_35,Carpinus betulus,49.014077,8.682776,Jun,2019,17.40685,6.6,34.2722,29.8756,1.4,18.8,295.8258235056301
171,CarBet_BR01_27_35,Carpinus betulus,49.014077,8.682776,Jul,2019,18.323,6.952,36.076,31.448,2.25,18.852,314.97472658523554
172,CarBet_BR01_27_35,Carpinus betulus,49.014077,8.682776,Sep,2019,19.323001,7.533,38.491,33.29,1.85,18.942,337.3627910217869
173,CarBet_BR01_27_35,Carpinus betulus,49.014077,8.682776,Dec,2019,19.323107999190253,6.916,36.62,31.25,1.85,18.973,338.5712970049861
174,CarBet_BR01_27_35,Carpinus betulus,49.014077,8.682776,Mar,2020,19.323107999191905,5.71,24.516,18.485,2.05,18.973,338.5712970050177
175,CarBet_BR01_28_36,Carpinus betulus,49.014097,8.682767,Jun,2019,14.470399999999998,7.7,24.2706,20.51145,1.0,11.5,82.43016729918955
176,CarBet_BR01_28_36,Carpinus betulus,49.014097,8.682767,Jul,2019,15.232,6.154,25.548,21.591,3.95,11.553,88.96356503548921
177,CarBet_BR01_28_36,Carpinus betulus,49.014097,8.682767,Sep,2019,16.232001,6.487,29.482,23.8,3.25,11.643,98.1110046480844
178,CarBet_BR01_28_36,Carpinus betulus,49.014097,8.682767,Dec,2019,16.23210660462139,6.478,28.042,22.959,1.75,11.672,98.71106270759576
179,CarBet_BR01_28_36,Carpinus betulus,49.014097,8.682767,Mar,2020,16.23210660462536,5.351,19.183,15.162,2.75,11.672,98.7110627076253
180,CarBet_BR01_29_37,Carpinus betulus,49.013319,8.682617,Jun,2019,21.79015,9.3,53.8346,48.75115,1.7,24.1,578.975816349143
181,CarBet_BR01_29_37,Carpinus betulus,49.013319,8.682617,Jul,2019,22.937,8.855,56.668,51.317,2.15,24.152,616.8416838060938
182,CarBet_BR01_29_37,Carpinus betulus,49.013319,8.682617,Sep,2019,23.937001,8.488,54.292,47.917,2.15,24.242,652.7742186944656
